cid,smiles,acvalue,categories
145984506,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=C(C=C9)C(F)(F)F)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,3.98,inhibitor
145979755,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=C(C=C8)Br)OC)OC,3.98,inhibitor
145991940,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=CC(=C8)OC)OC)OC,3.99,inhibitor
145983873,CC1(CCCC23C1CC(C45C2C(CC(C4O)C(=C)C5=O)O)OC3OCCC6=CN(N=N6)CC7=CC=C(C=C7)Cl)C,4.02,inhibitor
127033014,C1CCN(CC1)CC(=O)N2C(CC(=N2)C3=CC=CC=C3)C4=CC5=CC=CC=C5OC4=O,4.12,inhibitor
145954716,COC1=CC2=C(C=C1)SC(=N2)NC(=O)CN3C=C(C4=CC=CC=C43)C(=O)C(=O)N5CCCCC5,4.2,inhibitor
137636363,CCC=C(C1=CC(=C(C(=C1)OC)OC)OC)C(=CC2=CC(=C(C=C2)OC)O)C,4.23,inhibitor
145951184,CC12CC(C3C(C1CCC2OC)CCC4=CC(=C(C=C34)OC)OC)OC(=O)C5=CC=C(C=C5)NC(=O)CN6CCN(CC6)C,4.29,inhibitor
56673771,CC(C)CC(C(=O)N1CC2(CC1C(=O)NCCCCCC(=O)NO)SCCS2)NC(=O)OC(C)(C)C,4.3,inhibitor
145981119,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=CC9=C8N=CC=C9)OC)OC,4.3,inhibitor
137658952,C1=CC(=CC=C1CNCC2=NC3=C(C=C2)C=C(C=C3)Cl)C=CC(=O)NO,4.35,inhibitor
145983479,CC1(CCCC23C1CC(C45C2C(CC(C4O)C(=C)C5=O)O)OC3OCCC6=CN(N=N6)CC7=CC=CC=C7Cl)C,4.37,inhibitor
90465905,C1COC2(C3=C(C=CC(=C3)Br)N(C2=O)CC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC1,4.43,inhibitor
127049542,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)C(=O)C=CNC4=CC=C(C=C4)O,4.43,inhibitor
145989378,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=C(C=C8)[N+](=O)[O-])OC)OC,4.44,inhibitor
145993365,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=CC=C8)OC)OC,4.44,inhibitor
155520390,C1=CC=C(C=C1)NC2=NC(=NC3=C2C=CN3)NC4=CNN=C4,4.47,inhibitor
137643703,CCCC=C(C1=CC(=C(C(=C1)OC)OC)OC)C(=CC2=CC(=C(C=C2)OC)O)C,4.512,inhibitor
155538841,CC1=CC(=C(C(=C1)C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C4=CC=C(C=C4)C=CC(=O)NO)C,4.58,inhibitor
127050794,COC1=CC=C(C=C1)NC=CC(=O)C2=CN(N=C2C3=CC=C(C=C3)F)C4=CC=CC=C4,4.6,inhibitor
127052331,COC1=CC(=CC(=C1OC)OC)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)O)C4=CC=CC=C4,4.6,inhibitor
137632660,COC1=CC=CC2=C1N=C(C=C2)CNCC3=CC=C(C=C3)C=CC(=O)NO,4.6,inhibitor
145986648,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=CC=C8Cl)OC)OC,4.63,inhibitor
145972296,CC1(C2=CC=CC=C2[N+](=C1C=CC3=C(C(=CC=C4C(C5=CC=CC=C5N4C)(C)C)CCC3)NCCO)C)C.[I-],4.73,inhibitor
145992000,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C3C=C2CC4C5=C(C(=C(C=C5CCN4C)OC)OC)OC6=C(C=C7CCN(C(C7=C6)CC8=CC=C(O3)C=C8)C)OC)OC,4.75,inhibitor
137635997,CC1=CC(=NN1CCCOC2=C(C=C(C=C2)C=CC(=O)C3=CC=C(C=C3)OC)OC)C,4.78,inhibitor
137656290,C1COC2(C3=C(C=CC(=C3)Br)N(C2=O)CCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC1,4.82,inhibitor
145989146,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C3C=C2CC4C5=C(C(=C(C=C5CCN4C)OC)OC)OC6=C(C=C7CCN(C(C7=C6)CC8=CC=C(O3)C=C8)C)OC)OC,4.86,inhibitor
127049538,COC1=CC(=CC(=C1OC)OC)NC=CC(=O)C2=CN(N=C2C3=CC=C(C=C3)F)C4=CC=CC=C4,4.89,inhibitor
145982749,CC1=CC=C(C=C1)CN2C=C(N=N2)CCOC3C45CCCC(C4CC(O3)C67C5C(CC(C6O)C(=C)C7=O)O)(C)C,4.9,inhibitor
145982617,CC1(CCCC23C1CC(C45C2C(CC(C4O)C(=C)C5=O)O)OC3OCCC6=CN(N=N6)CC7=CC=C(C=C7)OC)C,4.95,inhibitor
25126798,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,5,inhibitor
145985039,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9C)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,5.03,inhibitor
137638408,COC1=C(C=CC(=C1)C=CC(=O)C2=C(C=C(C=C2)Cl)Cl)OCCN3CCOCC3,5.12,inhibitor
145982258,CCCCS(=O)(=O)NC1=CC(=C2C=C1CC3C4=C(C(=C(C=C4CCN3C)OC)OC)OC5=C(C=C6CCN(C(C6=C5)CC7=CC=C(O2)C=C7)C)OC)OC,5.19,inhibitor
127050138,C1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)Cl)C4=CC=CC=C4,5.2,inhibitor
145974285,CC1(C2=CC=CC=C2[N+](=C1C=CC3=C(C(=CC=C4C(C5=CC=CC=C5N4C)(C)C)CCC3)OC6=CC=NC=C6)C)C.[I-],5.22,inhibitor
145982958,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9Cl)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,5.28,inhibitor
145983739,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9Br)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,5.29,inhibitor
5978,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,5.31,inhibitor
145985202,CCCCCCCCC1=CN(N=N1)CCOC2C34CCCC(C3CC(O2)C56C4C(CC(C5O)C(=C)C6=O)O)(C)C,5.32,inhibitor
137637312,COC=C(C=CC1=CC(=C(C=C1)OC)O)C2=CC(=C(C(=C2)OC)OC)OC,5.325,inhibitor
155548623,C1=CC=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CNN=C3,5.38,inhibitor
145979656,CC(C)C1=CC(=C(C(=C1)C(C)C)S(=O)(=O)NC2=CC(=C3C=C2CC4C5=C(C(=C(C=C5CCN4C)OC)OC)OC6=C(C=C7CCN(C(C7=C6)CC8=CC=C(O3)C=C8)C)OC)OC)C(C)C,5.46,inhibitor
91989956,COC1=C(C=C(C=C1)C=CC(=O)C=CC2=CNC3=CC=CC=C32)OC,5.52,inhibitor
145993918,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CSC3=NN=CS3,5.53,inhibitor
145985270,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=C(C=C9)[N+](=O)[O-])C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,5.56,inhibitor
145982326,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C(F)(F)F)OC)OC,5.57,inhibitor
145984287,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=C(C=C9)Cl)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,5.64,inhibitor
41867,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,5.7,inhibitor
127048209,COC1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)F)C4=CC=CC=C4,5.73,inhibitor
145979704,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CN=C(C=C8)Cl)OC)OC,5.76,inhibitor
145982580,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=C(C=C9)F)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,5.78,inhibitor
137636693,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(CC(=O)OC)C(=O)OCC)C)O,5.84,inhibitor
73078,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,5.86,inhibitor
145979099,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=CC=C8F)OC)OC,5.89,inhibitor
127050477,COC1=CC(=CC(=C1OC)OC)NC=CC(=O)C2=CN(N=C2C3=CC=CC=C3)C4=CC=CC=C4,5.93,inhibitor
145976611,CC1(C2=CC=CC=C2[N+](=C1C=CC3=C(C(=CC=C4C(C5=CC=CC=C5N4C)(C)C)CCC3)SCCN(C)C)C)C.[I-],6.04,inhibitor
127025971,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CCCN=C(N)N)N)C)CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C,6.1,inhibitor
145953534,CCOC(=O)C1=C(SC(=N1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C(=O)NC4=CC=CC=C4)C,6.1,inhibitor
137652994,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)C(F)(F)F)OCCN3CCOCC3,6.17,inhibitor
145986149,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC(=C9)C(=O)C)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,6.28,inhibitor
137631998,COC1=CC(=C(C=C1)OC)C=CC(=O)C=CC2=CNC3=CC=CC=C32,6.34,inhibitor
127051688,COC1=CC=C(C=C1)NC=CC(=O)C2=CN(N=C2C3=CC=CC=C3)C4=CC=CC=C4,6.4,inhibitor
155554623,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CC=C3Cl)C4=NN(N=N4)CC(=O)O,6.43,inhibitor
132519435,CC1=C(SC(=C1C(=O)C2=CC(=C(C(=C2)OC)OC)OC)C#CC3=CC=CC=C3)C,6.49,inhibitor
145949629,CC12CC(C3C(C1CCC2OC)CCC4=C3C=CC(=C4)OC)OC(=O)C5=CC=C(C=C5)NC(=O)CN(C)C,6.49,inhibitor
145988483,CCCS(=O)(=O)NC1=CC(=C2C=C1CC3C4=C(C(=C(C=C4CCN3C)OC)OC)OC5=C(C=C6CCN(C(C6=C5)CC7=CC=C(O2)C=C7)C)OC)OC,6.64,inhibitor
130422777,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)[N+](=O)[O-])OC)OC,6.81,inhibitor
137640036,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)Cl)OCCCCN3CCCCC3,6.84,inhibitor
127039213,CC(C)N1C=NC2=C(N=C(N=C21)N)NCCCCCCC(=O)NO,6.86,inhibitor
137648198,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N(C)CC(=O)OCC)C)O,7.14,inhibitor
155534711,COC1=CC=C(C=C1)C2=NN(C=C2C3=NN(N=N3)CC(=O)O)C4=CC=CC=C4,7.23,inhibitor
155531632,COC1=CC=CC=C1C2=NN(C=C2C3=NN(N=N3)CC(=O)O)C4=CC=CC=C4,7.23,inhibitor
155527025,CC1=CC=C(C=C1)C2=NN(C=C2C3=NN(N=N3)CC(=O)O)C4=CC=CC=C4,7.23,inhibitor
137640482,COC1=C(C=CC(=C1)C=CC(=O)C2=C(C=C(C=C2)Cl)Cl)OCCCCN3CCCCC3,7.29,inhibitor
145981231,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=C(C(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)NS(=O)(=O)C8=CC=CC=C8[N+](=O)[O-])OC)OC,7.303,inhibitor
155567947,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-])C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,7.5,inhibitor
145991314,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CSC3=CC=CC=N3,7.51,inhibitor
137639943,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)Br)OCCCCN3CCCCC3,7.54,inhibitor
71614082,CC(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)N,7.6,inhibitor
127052010,COC1=CC(=CC(=C1OC)OC)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)F)C4=CC=CC=C4,7.7,inhibitor
118716314,C1=CN=CC=C1C2=NN=C(S2)NC(=O)CCCCCCC(=O)NO,7.75,inhibitor
9905484,COC1=CC=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC,7.8,inhibitor
137643553,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(C)CO)C)O,7.87,inhibitor
137651888,COC1=CC=C(C=C1)C(=O)C=CC2=CC(=C(C=C2)OCCCN3CCOCC3)OC,7.89,inhibitor
127025686,CC(C)CC(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)N,7.9,inhibitor
127050790,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)C(=O)C=CNC4=CC=C(C=C4)F,7.9,inhibitor
90465904,C1COC2(C3=C(C=CC(=C3)Br)N(C2=O)CCCC(=O)NC4=CC=C(C=C4)C(=O)NO)OC1,7.93,inhibitor
145984131,CC12CCC3=C(C1=CCC4C2CCC5(C4CCC5(CC6=CC=CC=N6)O)C)C=CC=N3,7.93,inhibitor
118716313,C1=CC(=CN=C1)C2=NN=C(S2)NC(=O)CCCCCCC(=O)NO,7.98,inhibitor
127050137,C1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)F)C4=CC=CC=C4,7.98,inhibitor
44228659,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NC2=CC=CC=C2C(=O)NO,8.17,inhibitor
137658340,COC1=C(C=CC(=C1)C=CC(=O)C2=C(C=C(C=C2)Cl)Cl)OCCCN3CCCC4=CC=CC=C43,8.17,inhibitor
145962159,CCOC(=O)C1=C(SC(=N1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C(=O)N4CCCCC4)C,8.2,inhibitor
118728223,CC1(CCC2C(C1CC#N)CCC3=CC(=O)CCC23C)CC#N,8.27,inhibitor
127025968,CCC(C)C(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)N,8.4,inhibitor
145963036,CCOC(=O)C1=C(SC(=N1)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C(=O)NC4CC4)C,8.5,inhibitor
53387676,CCOC(=O)C1=C(C2=C(O1)C=CC(=C2)S(=O)(=O)NC3=CC=C(C=C3)F)C,8.56,inhibitor
118728224,CC1(CCC2C(C1CC#N)CCC3=C(C(=O)CCC23C)O)CC#N,8.69,inhibitor
137645203,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC(CCO)CO)C)O,8.76,inhibitor
122186706,C1=CC=C(C=C1)C2=CC3=C(C=C2)C(=O)N(S3(=O)=O)CCC(=O)NC4=CC=C(C=C4)C(=O)NO,8.79,inhibitor
127025978,CC(C(=O)OC1CC2C3(CCC(C(C3CCC2(C4(C1C(CC4)C(C)(CCCC(C)(C)O)O)C)C)(C)C)O)C)N,8.8,inhibitor
137651378,CC1CN(CC(O1)C)CCCOC2=C(C=C(C=C2)C=CC(=O)C3=C(C=C(C=C3)Cl)Cl)OC,8.87,inhibitor
137633785,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)Br)OCCN3CCOCC3,8.89,inhibitor
127025691,CC(C(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)N)O,8.9,inhibitor
137652786,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)Br)OCCCN3CCCCC3,8.93,inhibitor
145953258,CC12CC(C3C(C1CCC2OC)CCC4=CC(=C(C=C34)OC)OC)OC(=O)C5=CC=C(C=C5)NC(=O)CN(C)C,8.94,inhibitor
145983475,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=C(C=CC=C9C)C)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,8.96,inhibitor
145976003,CC[N+](=C1C(=CC=C2C(C3=CC=CC=C3N2C)(C)C)CCCC1=CC=C4C(C5=CC=CC=C5N4C)(C)C)CCO.[I-],9.08,inhibitor
137632039,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=CC=C2)OCCCCN3CCCCC3,9.18,inhibitor
137660766,COC1=CC=C(C=C1)C(=O)C=CC2=CC(=C(C=C2)OCCN3CCOCC3)OC,9.19,inhibitor
145975787,CC1(C2=CC=CC=C2N(C1=CC=C3CCCC(=CC=C4C(C5=CC=CC=C5N4C)(C)C)C3=[N+](C)CCO)C)C.[I-],9.23,inhibitor
76328623,C1=CSC(=C1)C(=O)NC2=CC3=C(C=C2)C(=O)N(S3(=O)=O)CCCCCC(=O)NO,9.28,inhibitor
145972974,CC1(C2=CC=CC=C2N(C1=CC=C3CCCC(=CC=C4C(C5=CC=CC=C5N4C)(C)C)C3=[N+]6CCC(CC6)CO)C)C.[I-],9.33,inhibitor
145960685,COC1=CC2=C(C=C1)SC(=N2)NC(=O)CN3C=C(C4=CC=CC=C43)C(=O)C(=O)NC5CC5,9.4,inhibitor
137646584,COC1=CC=C(C=C1)C(=O)C=CC2=CC(=C(C=C2)OCCCN3CCCCC3)OC,9.53,inhibitor
44561973,C1=CC(=CC(=C1)Cl)C(=O)C=CC2=CC=C(O2)C=CC(=O)NO,9.6,inhibitor
127052332,COC1=CC=C(C=C1)NC=CC(=O)C2=CN(N=C2C3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C4,9.6,inhibitor
71574594,CCOC(=O)C1=C(NC(=S)NC1C2=CC3=C(C(=C2)C)OC(=O)C(=C3)C4=CC(=C(C=C4)OC)OC)C,9.8282,inhibitor
