cid,smiles,acvalue,categories
127025952,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CC4=CC=C(C=C4)O)NC(=O)OC(C)(C)C)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)O)O)C)O)C)C,25,neutral
127025953,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CO)NC(=O)OC(C)(C)C)C)CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C,25,neutral
132519439,CC1=CC=C(C=C1)C(=O)C2=C(SC(=C2C)C)C#CC3=CC=CC=C3,25.36,neutral
137656551,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCOC(=O)CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C)C)O)OC)C)C)C)OC,25.9,neutral
132519427,CC1=CC=C(C=C1)C(=O)C2=C(SC(=C2C)C)C3=CC=CC=C3,26.03,neutral
71510396,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NN3)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-],26.91,neutral
145955119,COC1=CC=C(C=C1)CN2C=C(N=N2)CSC3=NC(=C(N=N3)C4=CC=CC=C4)C5=CC=CC=C5,27.51,neutral
15923208,CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C,27.55,neutral
76310410,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NC4=C3NC=N4)NS(=O)(=O)C5=C(C=CC=C5Cl)Cl,27.61,neutral
127025671,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CC4=CN=CN4)NC(=O)OC(C)(C)C)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)O)O)C)O)C)C,28,neutral
127025673,CC(C(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)NC(=O)OC(C)(C)C)O,28,neutral
66574278,CC12CCC(CC13C(O3)CC4C2CCC5(C4CCC5(CC6=CC=CC=[N+]6[O-])O)C)O,28.21,neutral
155516818,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=C(C=C4)Cl)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,28.3,neutral
137641111,CCC(C)C(CO)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCCC(CC)(CC)O)C,28.39,neutral
145951372,CCCSC1=NC(=C2C(=N1)N(C(=O)C(=O)N2)CC3=CC=CC=C3)NC4=CC=CC=C4,28.5,neutral
137641044,C1=CC=C(C=C1)CC(C(=O)NS(=O)(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-])NC(=O)C3=CN(C4=CC=CC=C43)CC5=CC=C(C=C5)C6=CC=C(C=C6)Cl,28.81,neutral
127025951,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CCC(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)O)O)C)O)C)C,29,neutral
137636225,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=C(C=C(C=C5)Cl)Cl)OC3=O,30.2,neutral
18477728,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,30.2,neutral
145958677,CCCSC1=NC2=C(C(=N1)OC3=CC=CC=C3)NC(=O)C(=O)N2CC4=CC=CC=C4,30.24,neutral
155523300,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=CC=C4)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,30.4,neutral
132519438,CC1=C(SC(=C1C(=O)C2=CC=CC=C2)C#CC3=CC=CC=C3)C,31.48,neutral
76310413,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NC4=C3NC=N4)NS(=O)(=O)C5=CC=C(C=C5)Cl,31.55,neutral
145981776,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC(=CC=C3)OC)OC,31.56,neutral
145969470,COC1=C(C=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC)OCCCC(=O)NCCCNCCCCNCCN,31.8,neutral
145988484,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CCCSC3=NC4=CC=CC=C4O3,32.67,neutral
76321357,CS(=O)(=O)NC1=CC(=C(C2=CC=CC=C21)O)SC3=NC=NC4=C3NC=N4,32.75,neutral
145972479,CCCSC1=NC2=C(C(=N1)N3CCN(CC3)CC4=CC=CC=C4)NC(=O)C(=O)N2CC5=CC=CC=C5,33.14,neutral
66574338,CC12CCC3C(C1CCC2=CC4=CC=CC=N4)CCC5=C(C(=O)CCC35C)OC,33.16,neutral
132519440,CC1=C(SC(=C1C(=O)C2=CC=C(C=C2)[N+](=O)[O-])C#CC3=CC=CC=C3)C,33.4,neutral
145968360,COC1=CC(=CC(=C1OC)OC)C(=O)C=CC2=CC=C(C=C2)OCCCC(=O)NCCCNCCCCNCCN,34,neutral
56659902,CC(C)(C)OC(=O)NCCCCC(C(=O)N1CC2(CC1C(=O)NCCCCCC(=O)NO)SCCS2)NC(=O)OC(C)(C)C,34.6,neutral
44562078,COC1=CC=CC(=C1O)C=CC2=CC=C(O2)C(=O)NO,35.13,neutral
155535735,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=C(C=C4)Br)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,35.7,neutral
44561975,COC1=CC2=C(C=C1)C=C(C=C2)C(=O)C=CC3=CC=C(O3)C=CC(=O)NO,36.27,neutral
155523380,CC1(C2CCC3(C(C2(CCC1OC(=O)C=CC4=CC=CC=C4)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,37.2,neutral
137656344,CC1=CC=C(C=C1)C#CC2=C(C3=C(S2)CCCC3)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,37.46,neutral
132519430,CC1=CC=C(C=C1)C(=O)C2=C(SC3=C2CCCC3)C4=CC=CC=C4,37.48,neutral
145983859,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9OC)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,37.98,neutral
56658323,CC1=C(OC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4,38.2,neutral
155551558,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC(=CC(=C4)Br)Br)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,38.4,neutral
145952292,CC12CC(C3C(C1CCC2O)CCC4=C3C=CC(=C4)O)OC(=O)C5=CC=C(C=C5)NC(=O)CN6CCCC6,39.06,neutral
44562077,C1=CC(=C(C(=C1)Cl)Cl)C=CC2=CC=C(O2)C(=O)NO,39.25,neutral
76321355,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NC4=C3NC=N4)NS(=O)(=O)C5=CC=CC6=C5N=CC=C6,39.26,neutral
145984593,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9F)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,39.31,neutral
53318176,CC1(C2CCC3(C(C2(CCC1O)C)CC(C4C3(CCC4C(C)(CCCC(C)(C)OC)O)C)O)C)C,39.5,neutral
132519433,CC1=C(SC(=C1C(=O)C2=CC=CC=C2)C3=CC=CC=C3)C,39.53,neutral
155522704,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=C(C=CC(=C4)F)Br)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,39.9,neutral
16418131,CC1=C(OC2=C1C=C(C=C2)NC(=O)C)C(=O)C3=CC=CC=C3,40,neutral
72281,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,40,neutral
132519437,C1CCC2=C(CC1)SC(=C2C(=O)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4,40.13,neutral
44562036,C1=CC(=CC=C1C(=O)C=CC2=CC=C(O2)C=CC(=O)NO)F,40.14,neutral
52944438,CC(=O)C=CC1=CC(=C(C=C1)OCC#C)OC,40.23,neutral
44562038,C1=CC=C(C=C1)C=CC2=CC=C(O2)C(=O)NO,40.4,neutral
137634626,CC1=CC=C(C=C1)C#CC2=C(C(=C(S2)C)C)C(=O)C3=CC=C(C=C3)[N+](=O)[O-],40.59,neutral
118728696,C1=CC(=CC=C1CC(C(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])N3C(=O)C(=CC4=CC=C(C=C4)C5=CC=C(C=C5)[N+](=O)[O-])SC3=S)Br,40.67,neutral
127025667,CC(C)CC(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)NC(=O)OC(C)(C)C,41,neutral
145986168,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CN=CC=C9)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,41.13,neutral
66574281,CC12CCC(C(C1=CCC3C2CCC4(C3CCC4(CC5=CC=CC=N5)O)C)O)O,41.29,neutral
76310412,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NC5=C4NC=N5,41.45,neutral
145983322,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=C(C=CC=C9Cl)Cl)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,41.93,neutral
145979816,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC=C(C=C3)N=NC4=CC=CC=C4)OC,42.11,neutral
71510397,COC1=CC=CC(=C1)C(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NN4,42.13,neutral
137650414,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=C(C(=CC=C5)Cl)Cl)OC3=O,42.98,neutral
155557814,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=C(C=C(C=C4)F)F)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)OC(=O)C6=C(C=C(C=C6)F)F)C)C,43.2,neutral
5354238,CC(=O)C=CC1=CC(=C(C=C1)O)OC,43.21,neutral
76317634,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C4=CC=CC=C43)O)SC5=NC=NC6=C5NC=N6,43.31,neutral
76317635,C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NC5=C4NC=N5,44.27,neutral
145978943,CC1C(=CN=N1)SCC(=O)N(CC2=CC=C(C=C2)OC)C3=CC(=C(C(=C3)OC)OC)OC,44.95,neutral
145985342,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,45.04,neutral
145981013,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CCCCSC3=NC4=CC=CC=C4O3,45.63,neutral
44562076,C1OC2=C(O1)C=C(C=C2)C=CC3=CC=C(O3)C(=O)NO,45.93,neutral
155561576,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=CC=C4I)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C,46.5,neutral
137656735,COC1=CC=C(C=C1)COC2=CC3=C(C=C2)C=C(C(=O)O3)C(=O)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,46.64,neutral
145987216,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC=C(C=C3)[N+](=O)[O-])OC,46.74,neutral
145984969,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=C(C=C9)C(=O)C)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,46.94,neutral
145989858,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC=CC=C3Cl)OC,47.98,neutral
145969229,COC1=C(C=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC)OCCCC(=O)NCCCCN(CCCCNCCCN)CCCN,48.1,neutral
137644787,CC1=CC=C(C=C1)C#CC2=C(C3=C(S2)CCCC3)C(=O)C4=CC=C(C=C4)C,48.23,neutral
137640379,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=CC=C(C=C5)Br)OC3=O,48.86,neutral
71614080,CC(C(=O)OC1CC2C3(CCC(C(C3CCC2(C4(C1C(CC4)C(C)(CCCC(C)(C)O)O)C)C)(C)C)O)C)NC(=O)OC(C)(C)C,49,neutral
71699047,CC1=NN=C(S1)SC2=C(C3=CC=CC=C3C(=C2)NC(=O)C4=CC=C(C=C4)Cl)O,49.53,neutral
145984527,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9C(=O)C)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,49.56,neutral
118728679,C1=CC=C(C=C1)S(=O)(=O)NC(=O)C(CC2=CC=C(C=C2)Br)N3C(=O)C(=CC4=CC=C(C=C4)C5=CC=C(C=C5)[N+](=O)[O-])SC3=S,50,neutral
118728680,C1=CC=C(C=C1)S(=O)(=O)NC(=O)C(CC2=CC=C(C=C2)Br)N3C(=O)C(=CC4=CC=C(C=C4)C5=CC=C(C=C5)Cl)SC3=S,50,neutral
127049539,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)C(=O)C=CNC4=CC=C(C=C4)F,50,neutral
127049541,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)C(=O)C=CNC4=CC=C(C=C4)C(F)(F)F,50,neutral
127052330,COC1=CC(=CC(=C1OC)OC)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)C(F)(F)F)C4=CC=CC=C4,50,neutral
127048210,COC1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)C(F)(F)F)C4=CC=CC=C4,50,neutral
127050139,C1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)C(F)(F)F)C4=CC=CC=C4,50,neutral
127050792,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)C(=O)C=CNC4=CC=C(C=C4)C(F)(F)F,50,neutral
145970292,C1=CC=C(C=C1)CCNS(=O)(=O)C2=CC=CC(=C2)C(=O)NO,50,neutral
11637884,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NO,50,neutral
141522811,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC=CC(=C2)C(=O)NO,50,neutral
137648415,COC1=CC(=C(C(=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=CC=C4)OC,50,neutral
137633396,COC1=CC(=C(C=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)F,50,neutral
137652068,COC1=CC(=C(C(=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(F)(F)F)OC,50,neutral
137652295,COC1=CC=C(C=C1)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=CC=C4,50,neutral
137644342,COC1=CC=C(C=C1)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)Cl,50,neutral
137649024,COC1=CC=C(C=C1)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC(=CC=C4)F,50,neutral
137658686,COC1=CC(=C(C(=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)Cl)OC,50,neutral
137644785,COC1=C(C=C(C=C1)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)OC(F)(F)F)OC,50,neutral
137652555,COC1=CC=C(C=C1)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(F)(F)F,50,neutral
137640340,C1=CC=C2C(=C1)C(=CN2)C=CC(=O)C=CC3=CC=C(C=C3)Cl,50,neutral
137649911,COC1=CC(=C(C=C1C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)F)OC)OC,50,neutral
137654854,COC1=CC(=C(C(=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC(=CC=C4)F)OC,50,neutral
137659163,COC1=CC(=C(C=C1C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(F)(F)F)OC)OC,50,neutral
137634420,COC1=CC(=C(C(=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)F)OC,50,neutral
137635015,COC1=CC(=C(C=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=CC=C4,50,neutral
137644001,COC1=CC=C(C=C1)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)F,50,neutral
137658622,COC1=C(C=C(C=C1)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)F)OC,50,neutral
137645822,C1=CC=C(C=C1)CN2C=C(C3=CC=CC=C32)C=CC(=O)C=CC4=CC=C(C=C4)Cl,50,neutral
137647911,COC1=CC(=C(C=C1C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=CC=C4)OC)OC,50,neutral
137649082,COC1=CC(=C(C=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(F)(F)F,50,neutral
137661050,CCC(C)C(C(=O)OC)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCCC(CC)(CC)O)C,50,neutral
137650434,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC3=CC=C(C=C3)OC(F)(F)F)C)O,50,neutral
137640606,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC3=CC=C(C=C3)OCC)C)O,50,neutral
137638580,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)N(CCC#N)CCC#N)C)O,50,neutral
137643845,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)OC3=CC=C(C=C3)CC(=O)OC)C)O,50,neutral
137660583,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)OCCC#C)C)O,50,neutral
145953760,CCOC(=O)C1=C(SC(=N1)NC(=O)CCN2C=C(C3=CC=CC=C32)C(=O)C(=O)N4CCCCC4)C,50,neutral
145962721,C1CC1NC(=O)C(=O)C2=CN(C3=CC=CC=C32)CC(=O)NC4=NC=CS4,50,neutral
145961344,CC1=CC=C(C=C1)C2=CSC(=N2)NC(=O)CCN3C=C(C4=CC=CC=C43)C(=O)C(=O)N5CCCCC5,50,neutral
145954712,C1CCN(CC1)C(=O)C(=O)C2=CN(C3=CC=CC=C32)CC(=O)NC4=NC(=CS4)C5=CC=CC=C5,50,neutral
145963088,C1CCN(CC1)C(=O)C(=O)C2=CN(C3=CC=CC=C32)CC(=O)NC4=NC=CS4,50,neutral
145963262,C1CC1NC(=O)C(=O)C2=CN(C3=CC=CC=C32)CC(=O)NC4=NC(=CS4)C5=CC=CC=C5,50,neutral
145963565,C1=CC=C(C=C1)NC(=O)C(=O)C2=CN(C3=CC=CC=C32)CC(=O)NC4=NC=CS4,50,neutral
145953764,C1CCN(CC1)C(=O)C(=O)C2=CN(C3=CC=CC=C32)CCC(=O)NC4=NC(=CS4)C5=CC=CC=C5,50,neutral
145961714,C1=CC=C(C=C1)NC(=O)C(=O)C2=CN(C3=C2C=C(C=C3)Br)CC(=O)NC4=NC=CS4,50,neutral
