Name,SMILES
145950699,CC12CC(C3C(C1CCC2OCOC)CCC4=C3C=CC(=C4)OCOC)OC(=O)C5=CC=C(C=C5)NC(=O)CN6CCCC6
5280453,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
137658518,CCC(CC)(C1=CC(=C(C=C1)OCC(C(C)(C)C)O)C)C2=CC=C(N2CC)C(=O)NC(C)CO
155527362,CC1(C2CCC3(C(C2(CCC1OC(=O)C=CC4=CC=C(C=C4)F)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
145959239,CC12CC(C3C(C1CCC2OCOC)CCC4=C3C=CC(=C4)OCOC)OC(=O)C5=CC=C(C=C5)NC(=O)CN(C)C
90468082,C1CCOC2(C3=C(C=CC(=C3)Br)N(C2=O)CC(=O)NC4=CC=C(C=C4)C(=O)NO)OC1
137648901,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NCC#N)C)O
145957210,CC12CC(C3C(C1CCC2OC)CCC4=C3C=CC(=C4)OC)OC(=O)C5=CC=C(C=C5)NC(=O)CN6CCN(CC6)C
137660190,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C4=CN(C5=CC=CC=C54)CC6=CC=C(C=C6)C7=CC=C(C=C7)OC
127052009,COC1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC(=C(C(=C3)OC)OC)OC)C4=CC=CC=C4
118728222,CC1(CCC2C(C1CC#N)CC=C3C2(CCC(C3)O)C)CC#N
24753719,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO
71574595,CCOC(=O)C1=C(NC(=O)NC1C2=CC3=C(C(=C2)C)OC(=O)C(=C3)C4=CC(=C(C(=C4)OC)OC)OC)C
145954696,CC12CC(C3C(C1CCC2O)CCC4=C3C=CC(=C4)O)OC(=O)C5=CC=C(C=C5)NC(=O)CN6CCN(CC6)C
66574334,CC12CCC=CC1=CCC3C2CCC4(C3CCC4(CC5=CC=CC=N5)O)C
71574597,CCOC(=O)C1=C(NC(=S)NC1C2=CC(=C3C(=C2)C=C(C(=O)O3)C4=CC(=C(C(=C4)OC)OC)OC)C(C)(C)C)C
71574593,CCOC(=O)C1=C(NC(=O)NC1C2=CC3=C(C(=C2)C)OC(=O)C(=C3)C4=CC(=C(C=C4)OC)OC)C
71574596,CCOC(=O)C1=C(NC(=S)NC1C2=CC3=C(C(=C2)C)OC(=O)C(=C3)C4=CC(=C(C(=C4)OC)OC)OC)C
71574504,CCOC(=O)C1=C(NC(=O)NC1C2=CC3=C(C(=C2)C)OC(=O)C(=C3)C4=CC=C(C=C4)OC)C
71574505,CCOC(=O)C1=C(NC(=S)NC1C2=CC3=C(C(=C2)C)OC(=O)C(=C3)C4=CC=C(C=C4)OC)C
137639418,COC1=C(C=CC(=C1)C=CC(=O)C2=C(C=C(C=C2)Cl)Cl)OCCCN3CCC4=CC=CC=C43
137632328,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)Br)OCCCN3CCCC4=CC=CC=C43
137635733,CC1CN(CC(O1)C)CCCOC2=C(C=C(C=C2)C=CC(=O)C3=CC=CC=C3OC)OC
137641481,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=CC=C2)OCCCN3CCCC4=CC=CC=C43
137647307,CC1CN(CC(O1)C)CCCOC2=C(C=C(C=C2)C=CC(=O)C3=CC=C(C=C3)OC)OC
137644204,COC1=C(C=CC(=C1)C=CC(=O)C2=CC=C(C=C2)Cl)OCCCN3CCCC4=CC=CC=C43
137652932,CC1CN(CC(O1)C)CCCOC2=C(C=C(C=C2)C=CC(=O)C3=CC=C(C=C3)C)OC
137658992,COC1=CC=C(C=C1)C(=O)C=CC2=CC(=C(C=C2)OCCCN3CCC4=CC=CC=C43)OC
137634564,COC1=CC=C(C=C1)C(=O)C=CC2=CC(=C(C=C2)OCCCN3CCCC4=CC=CC=C43)OC
145987107,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CCSC3=NC4=CC=CC=C4O3
145993139,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CSC3=NC4=C(S3)C=C(C=C4)OC
137638383,CC1=CC=C(C=C1)C(=O)C2=C(SC3=C2CCCC3)C#CC4=CC=CC=C4
66574336,CC12CCC3C(C1CCC2=CC4=CC=CC=N4)CC=C5C3(CCC=C5)C
137637538,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=CC=C(C=C5)Cl)OC3=O
66574393,CC12CCC(=O)C(=C1C=CC3C2CCC4(C3CCC4(CC5=CC=CC=N5)O)C)O
137634129,CC1=CC=C(C=C1)C#CC2=C(C3=C(S2)CCCC3)C(=O)C4=CC=C(C=C4)[N+](=O)[O-]
132519441,CC1=C(SC(=C1C(=O)C2=CC=C(C=C2)OC)C#CC3=CC=CC=C3)C
44562039,C1=CC(=CC=C1C=CC2=CC=C(O2)C(=O)NO)O
90468081,C1COC2(C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)NC4=CC=C(C=C4)C(=O)NO)OC1
71614081,CC(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)NC(=O)OC(C)(C)C
138753558,C1=CC=C(C=C1)C2=C(N=NC(=N2)SCC3=CN(N=N3)CC4=CC=C(C=C4)Br)C5=CC=CC=C5
155534470,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=CC=C4Cl)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
56661827,CC1=C(OC2=C1C=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4
132519434,C1CCC2=C(CC1)SC(=C2C(=O)C3=CC=CC=C3)C4=CC=CC=C4
137650440,CC1=CC(=CC=C1)COC2=CC3=C(C=C2)C=C(C(=O)O3)C(=O)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N
66574280,CC12CCC(C(C1=CCC3C2CCC4(C3CCC4(CC5=CC=CC=N5)O)C)O)O
66574395,CC12CCC(C=C1CCC3C2CCC4(C3CCC4(CC5=CC=CC=N5)O)C)O
145949175,CC1=CC=C(C=C1)CN2C=C(N=N2)CSC3=NC(=C(N=N3)C4=CC=CC=C4)C5=CC=CC=C5
137650291,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=CC(=C(C=C5)Cl)Cl)OC3=O
145949335,CCCSC1=NC2=C(C(=N1)N3CCN(CC3)C)NC(=O)C(=O)N2CC4=CC=CC=C4
137658769,C1CCC2=C(C1)C(=C(S2)C#CC3=CC=CC=C3)C(=O)C4=CC=CC=C4
132519432,COC1=CC=C(C=C1)C(=O)C2=C(SC3=C2CCCC3)C4=CC=CC=C4
132519436,CC1=CC=C(C=C1)C(=O)C2=C(SC3=C2CCCCC3)C4=CC=CC=C4
145960105,CC12CC(C3C(C1CCC2O)CCC4=C3C=CC(=C4)O)OC(=O)C5=CC=C(C=C5)NC(=O)CN(C)C
155512959,CC1(C2CCC3(C(C2(CCC1OC(=O)C=CC4=CC=C(C=C4)Cl)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
137644084,C1=CC=C(C=C1)CC(C(=O)NS(=O)(=O)C2=CC=CC=C2)NC(=O)C3=CN(C4=CC=CC=C43)CC5=CC=C(C=C5)C6=CC=C(C=C6)Cl
137655186,CCC(CC)(CCOC1=C(C=C(C=C1)C(CC)(CC)C2=CC=C(N2CC)C(=O)NC3=CC=CC(=C3)C(F)(F)F)C)O
132519429,C1CCC2=C(C1)C(=C(S2)C3=CC=CC=C3)C(=O)C4=CC=CC=C4
127025950,CCC(C)C(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)NC(=O)OC(C)(C)C
118728695,C1=CC(=CC=C1CC(C(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])N3C(=O)C(=CC4=CC=C(C=C4)C5=CC=C(C=C5)Cl)SC3=S)Br
145991016,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=C(C=CC=C3F)F)OC
44562034,C1=CC(=C(C=C1Cl)C(=O)C=CC2=CC=C(O2)C=CC(=O)NO)Cl
53389591,CC(C)(C)OC(=O)NC(CC1=CC=C(C=C1)O)C(=O)N2CC3(CC2C(=O)NCCCCCC(=O)NO)SCCS3
122186707,C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CCCC(=O)NC3=CC=C(C=C3)C(=O)NO
122186710,C1=CC=C(C=C1)C2=CC3=C(C=C2)C(=O)N(S3(=O)=O)CCCC(=O)NC4=CC=C(C=C4)C(=O)NO
127025952,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CC4=CC=C(C=C4)O)NC(=O)OC(C)(C)C)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)O)O)C)O)C)C
127025953,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CO)NC(=O)OC(C)(C)C)C)CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C
132519439,CC1=CC=C(C=C1)C(=O)C2=C(SC(=C2C)C)C#CC3=CC=CC=C3
137656551,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCOC(=O)CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C)C)O)OC)C)C)C)OC
132519427,CC1=CC=C(C=C1)C(=O)C2=C(SC(=C2C)C)C3=CC=CC=C3
71510396,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NN3)NC(=O)C4=CC(=CC=C4)[N+](=O)[O-]
145955119,COC1=CC=C(C=C1)CN2C=C(N=N2)CSC3=NC(=C(N=N3)C4=CC=CC=C4)C5=CC=CC=C5
15923208,CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
76310410,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NC4=C3NC=N4)NS(=O)(=O)C5=C(C=CC=C5Cl)Cl
127025671,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CC4=CN=CN4)NC(=O)OC(C)(C)C)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)O)O)C)O)C)C
127025673,CC(C(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)NC(=O)OC(C)(C)C)O
66574278,CC12CCC(CC13C(O3)CC4C2CCC5(C4CCC5(CC6=CC=CC=[N+]6[O-])O)C)O
155516818,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=C(C=C4)Cl)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
137641111,CCC(C)C(CO)NC(=O)C1=CC=C(N1CC)C(CC)(CC)C2=CC(=C(C=C2)OCCC(CC)(CC)O)C
145951372,CCCSC1=NC(=C2C(=N1)N(C(=O)C(=O)N2)CC3=CC=CC=C3)NC4=CC=CC=C4
137641044,C1=CC=C(C=C1)CC(C(=O)NS(=O)(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-])NC(=O)C3=CN(C4=CC=CC=C43)CC5=CC=C(C=C5)C6=CC=C(C=C6)Cl
127025951,CC1(C2CCC3(C(C2(CCC1OC(=O)C(CCC(=O)OCC4=CC=CC=C4)NC(=O)OC(C)(C)C)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)O)O)C)O)C)C
137636225,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=C(C=C(C=C5)Cl)Cl)OC3=O
18477728,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
145958677,CCCSC1=NC2=C(C(=N1)OC3=CC=CC=C3)NC(=O)C(=O)N2CC4=CC=CC=C4
155523300,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=CC=C4)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
132519438,CC1=C(SC(=C1C(=O)C2=CC=CC=C2)C#CC3=CC=CC=C3)C
76310413,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NC4=C3NC=N4)NS(=O)(=O)C5=CC=C(C=C5)Cl
145981776,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC(=CC=C3)OC)OC
145969470,COC1=C(C=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC)OCCCC(=O)NCCCNCCCCNCCN
145988484,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CCCSC3=NC4=CC=CC=C4O3
76321357,CS(=O)(=O)NC1=CC(=C(C2=CC=CC=C21)O)SC3=NC=NC4=C3NC=N4
145972479,CCCSC1=NC2=C(C(=N1)N3CCN(CC3)CC4=CC=CC=C4)NC(=O)C(=O)N2CC5=CC=CC=C5
66574338,CC12CCC3C(C1CCC2=CC4=CC=CC=N4)CCC5=C(C(=O)CCC35C)OC
132519440,CC1=C(SC(=C1C(=O)C2=CC=C(C=C2)[N+](=O)[O-])C#CC3=CC=CC=C3)C
145968360,COC1=CC(=CC(=C1OC)OC)C(=O)C=CC2=CC=C(C=C2)OCCCC(=O)NCCCNCCCCNCCN
56659902,CC(C)(C)OC(=O)NCCCCC(C(=O)N1CC2(CC1C(=O)NCCCCCC(=O)NO)SCCS2)NC(=O)OC(C)(C)C
44562078,COC1=CC=CC(=C1O)C=CC2=CC=C(O2)C(=O)NO
155535735,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=C(C=C4)Br)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
44561975,COC1=CC2=C(C=C1)C=C(C=C2)C(=O)C=CC3=CC=C(O3)C=CC(=O)NO
155523380,CC1(C2CCC3(C(C2(CCC1OC(=O)C=CC4=CC=CC=C4)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
137656344,CC1=CC=C(C=C1)C#CC2=C(C3=C(S2)CCCC3)C(=O)C4=CC(=C(C(=C4)OC)OC)OC
132519430,CC1=CC=C(C=C1)C(=O)C2=C(SC3=C2CCCC3)C4=CC=CC=C4
145983859,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9OC)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O
56658323,CC1=C(OC2=C1C=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)F)C(=O)C4=CC=CC=C4
155551558,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC(=CC(=C4)Br)Br)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
145952292,CC12CC(C3C(C1CCC2O)CCC4=C3C=CC(=C4)O)OC(=O)C5=CC=C(C=C5)NC(=O)CN6CCCC6
44562077,C1=CC(=C(C(=C1)Cl)Cl)C=CC2=CC=C(O2)C(=O)NO
76321355,C1=CC=C2C(=C1)C(=CC(=C2O)SC3=NC=NC4=C3NC=N4)NS(=O)(=O)C5=CC=CC6=C5N=CC=C6
145984593,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9F)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O
53318176,CC1(C2CCC3(C(C2(CCC1O)C)CC(C4C3(CCC4C(C)(CCCC(C)(C)OC)O)C)O)C)C
132519433,CC1=C(SC(=C1C(=O)C2=CC=CC=C2)C3=CC=CC=C3)C
155522704,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=C(C=CC(=C4)F)Br)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
16418131,CC1=C(OC2=C1C=C(C=C2)NC(=O)C)C(=O)C3=CC=CC=C3
72281,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
132519437,C1CCC2=C(CC1)SC(=C2C(=O)C3=CC=C(C=C3)[N+](=O)[O-])C4=CC=CC=C4
44562036,C1=CC(=CC=C1C(=O)C=CC2=CC=C(O2)C=CC(=O)NO)F
52944438,CC(=O)C=CC1=CC(=C(C=C1)OCC#C)OC
44562038,C1=CC=C(C=C1)C=CC2=CC=C(O2)C(=O)NO
137634626,CC1=CC=C(C=C1)C#CC2=C(C(=C(S2)C)C)C(=O)C3=CC=C(C=C3)[N+](=O)[O-]
118728696,C1=CC(=CC=C1CC(C(=O)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])N3C(=O)C(=CC4=CC=C(C=C4)C5=CC=C(C=C5)[N+](=O)[O-])SC3=S)Br
127025667,CC(C)CC(C(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC(C4C3(CCC4C(C)(CCCC(C)(C)O)O)C)O)C)C)NC(=O)OC(C)(C)C
145986168,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CN=CC=C9)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O
66574281,CC12CCC(C(C1=CCC3C2CCC4(C3CCC4(CC5=CC=CC=N5)O)C)O)O
76310412,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NC5=C4NC=N5
145983322,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=C(C=CC=C9Cl)Cl)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O
145979816,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC=C(C=C3)N=NC4=CC=CC=C4)OC
71510397,COC1=CC=CC(=C1)C(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NN4
137650414,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=C(C(=CC=C5)Cl)Cl)OC3=O
155557814,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=C(C=C(C=C4)F)F)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)OC(=O)C6=C(C=C(C=C6)F)F)C)C
5354238,CC(=O)C=CC1=CC(=C(C=C1)O)OC
76317634,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C4=CC=CC=C43)O)SC5=NC=NC6=C5NC=N6
76317635,C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NC5=C4NC=N5
145978943,CC1C(=CN=N1)SCC(=O)N(CC2=CC=C(C=C2)OC)C3=CC(=C(C(=C3)OC)OC)OC
145985342,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O
145981013,COC1=CC=C(C=C1)CN(C2=CC(=C(C(=C2)OC)OC)OC)C(=O)CCCCSC3=NC4=CC=CC=C4O3
44562076,C1OC2=C(O1)C=C(C=C2)C=CC3=CC=C(O3)C(=O)NO
155561576,CC1(C2CCC3(C(C2(CCC1OC(=O)C4=CC=CC=C4I)C)CC(C5C3(CCC5C(C)(CCCC(C)(C)OC)O)C)O)C)C
137656735,COC1=CC=C(C=C1)COC2=CC3=C(C=C2)C=C(C(=O)O3)C(=O)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N
145987216,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC=C(C=C3)[N+](=O)[O-])OC
145984969,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=C(C=C9)C(=O)C)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O
145989858,CC(=O)C=CC1=CC(=C(C=C1)OCC2=CN(N=N2)C3=CC=CC=C3Cl)OC
145969229,COC1=C(C=C(C=C1)C=CC(=O)C2=CC(=C(C(=C2)OC)OC)OC)OCCCC(=O)NCCCCN(CCCCNCCCN)CCCN
137644787,CC1=CC=C(C=C1)C#CC2=C(C3=C(S2)CCCC3)C(=O)C4=CC=C(C=C4)C
137640379,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC4=C(C=C(C=C4)OCC5=CC=C(C=C5)Br)OC3=O
71614080,CC(C(=O)OC1CC2C3(CCC(C(C3CCC2(C4(C1C(CC4)C(C)(CCCC(C)(C)O)O)C)C)(C)C)O)C)NC(=O)OC(C)(C)C
71699047,CC1=NN=C(S1)SC2=C(C3=CC=CC=C3C(=C2)NC(=O)C4=CC=C(C=C4)Cl)O
145984527,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)NCC8=CN(N=N8)C9=CC=CC=C9C(=O)C)C)C)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O
118728679,C1=CC=C(C=C1)S(=O)(=O)NC(=O)C(CC2=CC=C(C=C2)Br)N3C(=O)C(=CC4=CC=C(C=C4)C5=CC=C(C=C5)[N+](=O)[O-])SC3=S
118728680,C1=CC=C(C=C1)S(=O)(=O)NC(=O)C(CC2=CC=C(C=C2)Br)N3C(=O)C(=CC4=CC=C(C=C4)C5=CC=C(C=C5)Cl)SC3=S
127049539,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)C(=O)C=CNC4=CC=C(C=C4)F
127049541,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)C(=O)C=CNC4=CC=C(C=C4)C(F)(F)F
127052330,COC1=CC(=CC(=C1OC)OC)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)C(F)(F)F)C4=CC=CC=C4
127048210,COC1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)C(F)(F)F)C4=CC=CC=C4
127050139,C1=CC=C(C=C1)C2=NN(C=C2C(=O)C=CNC3=CC=C(C=C3)C(F)(F)F)C4=CC=CC=C4
127050792,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)F)C(=O)C=CNC4=CC=C(C=C4)C(F)(F)F
145970292,C1=CC=C(C=C1)CCNS(=O)(=O)C2=CC=CC(=C2)C(=O)NO
11637884,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NO
141522811,C1=CC=C(C=C1)CNS(=O)(=O)C2=CC=CC(=C2)C(=O)NO
137648415,COC1=CC(=C(C(=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=CC=C4)OC
137633396,COC1=CC(=C(C=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)F
137652068,COC1=CC(=C(C(=C1)OC)C=CC(=O)C=CC2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(F)(F)F)OC
